annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2024-2025,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,18502,4078,843,7.1372454479,16398,1.8696746554,10062,946,360,3.5239978798,8073,2.1831697221,8440,673,14,11.444887276,8325,1.5656691692,3132,483
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,34939,2478,521,3.0070030784,24428,1.8033878587,32103,2151,467,2.8815672298,21633,1.9093216896,2836,0,0,4.426913885,2795,0.9834713775,327,54
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,11119,1901,337,5.5056628794,8596,2.4590899837,8987,1128,168,3.5266238888,6490,2.7427128488,2132,308,52,13.847887742,2106,1.5850575077,773,169
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,15226,1959,293,2.9229283426,12570,1.5552404977,12821,1172,192,2.3099791358,10201,1.7553165267,2405,52,6,6.1905465465,2369,0.6937058534,787,101
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,16287,2398,341,4.5702800291,12950,2.1831301158,12958,1256,203,3.5338229494,9685,2.5203961739,3329,161,25,8.604647959,3265,1.1826946571,1142,138
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,13428,1612,205,4.342290591,10271,2.2505812752,11272,957,132,3.4516103077,8163,2.4878377367,2156,99,14,8.9989455782,2108,1.3318315149,655,73
2024-2025,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,12247,2122,332,4.9719456692,10098,1.9032689091,10158,1402,185,3.3609095732,8016,2.1702675205,2089,264,43,12.805791846,2082,0.8752857829,720,147
2024-2025,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,24153,8137,483,7.9309131716,22508,2.1003043362,12650,2877,252,4.0856190162,11042,2.6773971603,11503,1189,0,12.159633598,11466,1.5445517666,5260,231
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,18385,2623,407,4.8082382981,14683,2.9175504363,15734,1540,212,4.0636949529,12064,3.2431757479,2651,113,17,9.227191521,2619,1.4176100929,1083,195
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,18736,2162,509,5.2733335705,14949,3.4849251343,15091,1016,290,4.3813433687,11458,3.8036813192,3645,195,26,8.9663443073,3491,2.4387182119,1146,219
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,10356,1129,167,2.7741651378,7790,2.1770264584,9536,984,153,2.6745684482,6976,2.2789787207,820,0,0,3.9324017615,814,1.3032930658,145,14
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,9964,1440,538,6.1019681966,8617,2.7774691179,7443,803,268,4.1767919522,6144,3.0036756727,2521,202,6,11.785858235,2473,2.2154743451,637,270
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,28107,5572,1940,7.6249734645,22831,3.0105878825,17317,1685,420,4.9852304736,12098,4.3345637938,10790,1134,87,11.86152855,10733,1.5182315445,3887,1520
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,34317,5434,2048,8.2973392682,25196,3.8493865869,19341,1537,541,6.2244795167,10764,5.3377384492,14976,1246,10,10.974367877,14432,2.7393104059,3897,1507
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,30948,5951,1667,6.1893999612,25561,2.5756022087,18071,2007,329,4.5312921562,12949,3.4011391914,12877,484,3,8.5163135392,12612,1.728006396,3944,1338
2024-2025,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,48552,11373,2771,10.087902489,36989,3.6138972622,26722,2857,818,5.700631762,15364,5.2561098817,21830,4510,339,15.458339886,21625,2.4471479127,8516,1953
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,12643,2075,332,5.2445469386,10845,3.1347570565,10214,1248,184,4.3190454822,8441,3.3895794666,2429,97,1,9.1363015187,2404,2.2400166389,827,148
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,17528,1351,489,2.9989510434,14019,2.2858445086,14211,896,384,2.8411274717,10796,2.4469489729,3317,0,0,3.6751134727,3223,1.7461970386,455,105
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,19552,3988,650,7.3134173543,15167,4.1265674564,14262,1861,301,5.354768499,10033,4.7392489507,5290,755,136,12.593993909,5134,2.9292489071,2127,349
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,15119,1899,479,5.121720554,12609,3.5561434293,13129,1269,332,4.5837645247,10656,3.823828516,1990,81,4,8.6708786991,1953,2.0955943847,630,147
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,36939,5442,858,8.9503086169,31245,3.091177255,19209,1080,284,6.7475245978,13521,5.4344168331,17730,1857,52,11.336844332,17724,1.3036043406,4362,574
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,37031,8153,4232,11.541602531,31231,3.5615520903,18346,2065,1007,7.104337912,12583,5.6263344724,18685,3204,757,15.898362323,18648,2.1683111683,6088,3225
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,23652,3890,794,9.3587568352,19297,4.2613348793,16187,1206,301,5.9429558528,11915,4.9532996456,7465,1958,160,16.765531183,7382,3.1444613775,2684,493
2024-2025,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,30331,5099,1776,12.045283456,22645,5.3093507029,21165,2001,695,8.1054233535,13522,6.8379403318,9166,3462,510,21.142723895,9123,3.0436936863,3098,1081
2024-2025,10,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,61999,9248,5296,12.052487782,44445,3.2263127773,37250,2628,1892,7.6363475391,19875,5.3032500908,24749,7347,767,18.699270442,24570,1.5462505427,6620,3404
2024-2025,10,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,64544,1,1550,5.0811233121,55070,1.8059714202,41282,0,575,4.2870562567,32376,2.3470254458,23262,363,7,6.4903175422,22694,1.0340861143,1,975
2024-2025,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,15735,2509,492,10.984024997,13050,3.3847120051,12049,1133,218,5.3179408619,9399,3.6446257581,3686,1340,725,29.505633177,3651,2.7155996074,1376,274
2024-2025,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,27357,3880,3649,16.717212424,23653,1.6442721971,12863,975,772,5.7953682397,9271,2.3930634056,14494,4526,2347,26.410028882,14382,1.1615824951,2905,2877
2024-2025,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,37808,6277,943,17.289578991,28673,4.4396879275,22627,1547,409,9.0076063749,13776,6.2870680289,15181,6433,3030,29.633706149,14897,2.7313232717,4730,534
2024-2025,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,60024,9,1825,5.5583228514,54892,1.6989814343,47160,2,520,4.7000224413,42056,1.9514574483,12864,509,21,8.7048905861,12836,0.8717664728,7,1305
2024-2025,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,55992,9804,3322,12.160835715,38775,3.7277566874,34033,2653,767,5.4756601762,17038,5.3225781423,21959,7748,2405,22.521807485,21737,2.4776960559,7151,2555
2024-2025,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,29365,7524,1045,14.009089856,22401,3.2977335461,16647,1780,376,5.7018276566,9751,4.899554889,12718,4766,1827,24.882733025,12650,2.0630015371,5744,669
2024-2025,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,3957,159,3948,12.526744798,3857,1.2812696252,1979,66,1974,3.2643913873,1879,1.3286817752,1978,622,175,21.793780895,1978,1.2362304797,93,1974
2024-2025,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,27956,5721,1976,10.670048707,24863,2.8087063776,17474,1719,621,6.2278560528,14408,3.6028402816,10482,2632,302,18.075398302,10455,1.714313141,4002,1355
2024-2025,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,22968,3627,648,9.7046263642,18360,3.6011616437,17559,1453,230,5.8362257247,12981,4.280600386,5409,1870,678,22.262446078,5379,1.961489899,2174,418
2024-2025,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,4961,117,4817,13.138221741,4597,2.2326955382,2498,51,2368,4.1001223201,2139,2.3513499299,2463,898,121,22.30475538,2458,2.1294401501,66,2449
2024-2025,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,31083,7560,1880,15.008069926,24995,3.1578248427,18603,2010,245,7.618986633,12575,4.2701867683,12480,4790,1823,26.022422209,12420,2.0315807837,5550,1635
2024-2025,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,75772,14418,3917,11.003781234,65230,2.5401301165,26654,1707,385,3.7601962078,17310,2.9217360229,49118,8117,2658,14.934529947,47920,2.4022837426,12711,3532
2024-2025,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,35072,6326,1986,9.8275319739,29451,2.400400807,23421,2070,736,4.8704479954,17833,3.1282482694,11651,3817,697,19.792330177,11618,1.2831944205,4256,1250
2024-2025,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,31053,4525,4550,11.673180262,26105,2.2382666688,18910,954,1847,5.9052698455,14000,3.1424734127,12143,3522,617,20.655407551,12105,1.1925091789,3571,2703
2024-2025,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,53512,10134,2421,12.092141794,40331,3.5461309539,36012,3126,956,6.7431501074,22881,5.0214406907,17500,6938,2009,23.099449714,17450,1.6116574817,7008,1465
2024-2025,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2658,105,2650,23.712646831,2624,0.4493887619,1134,51,1126,4.7187708211,1100,0.6402641414,1524,1015,465,37.84588528,1524,0.3116178186,54,1524
2024-2025,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,25250,4325,653,9.6571812431,18753,3.6249537111,18272,1591,298,5.6680855802,11804,4.5630897248,6978,2260,329,20.102689405,6949,2.031378016,2734,355
2024-2025,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,33939,4464,2711,8.1074166969,24378,3.3774978122,25234,1448,976,5.168680539,15720,4.3801664546,8705,2148,150,16.626206842,8658,1.5569906445,3016,1735
2024-2025,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,16140,4412,389,7.4026314884,15599,1.6158201559,10706,2189,348,3.6096990525,10167,1.8647232604,5434,945,52,14.875420347,5432,1.1499516241,2223,41
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,7934,871,189,3.7158223048,7426,1.7426602104,7710,824,179,3.5558069607,7202,1.7428793314,224,8,0,9.2234933036,224,1.7356150794,47,10
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,9392,1179,309,3.6434746475,7936,2.0272247774,8602,934,291,3.5338097406,7151,2.1532071272,790,2,0,4.8375727848,785,0.879581741,245,18
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,31730,4430,3779,13.364827188,19964,6.3566059184,19460,1451,898,7.4346899623,8351,7.1937435304,12270,3757,1201,22.7699185,11613,5.7546136514,2979,2881
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,28261,5655,876,13.730912614,19055,5.8551576431,17557,1593,501,7.9336093866,8685,6.9993513401,10704,3810,1348,23.239811415,10370,4.8968816297,4062,375
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,11322,1562,652,6.8539913934,9660,2.5606970899,8365,812,330,3.7087468287,6779,2.6824470997,2957,577,223,15.751512794,2881,2.2742190212,750,322
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,19873,2500,844,8.7147745965,14402,4.4252193175,14566,1053,327,4.7177537111,9193,4.7572096221,5307,1521,389,19.685305257,5209,3.8393128346,1447,517
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,10196,1220,314,5.8283100126,9234,2.4969072931,9224,993,225,4.8365265732,8265,2.5585594542,972,171,42,15.240049154,969,1.9710506249,227,89
2024-2025,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,14001,1145,300,5.8207330627,11307,3.4610046628,12348,756,207,4.7017186994,9681,3.6099513078,1653,273,38,14.179831283,1626,2.5741950253,389,93
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,15220,1939,766,6.0112350161,13382,2.9178796559,12358,1141,578,4.9509649844,10565,3.0789259873,2862,299,37,10.589438039,2817,2.3138844515,798,188
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,4324,437,285,2.4985707036,4069,0.9402187952,4055,358,257,1.9441874229,3801,0.9584960829,269,15,0,10.855538001,268,0.6809950249,79,28
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,9792,1365,457,4.9373433529,8387,2.8203928368,8269,904,309,4.041983076,6890,2.9222093614,1523,61,7,9.7986264318,1497,2.3517783716,461,148
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,20452,2234,831,4.8716967914,18373,2.0914187334,15595,985,638,3.4909655338,13571,2.3376128632,4857,352,22,9.3049897628,4802,1.3956460271,1249,193
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,22195,2950,1256,7.3250202999,16974,4.2260394983,17967,1533,858,6.4625342758,12812,4.8096941019,4228,324,5,10.990177914,4162,2.4293593491,1417,398
2024-2025,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,22076,2566,1377,8.3356466676,17630,4.4112580513,18176,1492,987,6.4263597143,13746,5.0198224938,3900,1012,216,17.233902991,3884,2.2574663863,1074,390
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,5016,34,325,5.9720975656,4390,2.6783895849,4717,28,298,5.822825772,4093,2.7553444906,299,4,1,8.3269973987,297,1.6178628881,6,27
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,8344,1228,440,3.9682999427,6798,2.2630261351,7214,895,351,3.3434391076,5795,2.4431963858,1130,57,9,7.9574557522,1003,1.2220624238,333,89
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2915,462,102,2.7050483133,2851,0.8552633579,2455,338,89,2.4663265445,2391,0.8783092848,460,1,0,3.9790960145,460,0.7354746377,124,13
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,9346,974,340,3.8984658321,5642,2.6546490114,6183,662,126,2.1901679785,2569,2.7641379049,3163,145,9,7.2378289774,3073,2.563117294,312,214
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,11582,1018,477,5.9194496249,9743,3.1973229498,10632,795,414,4.8601099929,8805,3.3480090542,950,205,79,17.775132749,938,1.7828334518,223,63
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,8184,1219,343,4.2448897917,7107,1.9249396526,7183,834,284,3.4751682213,6129,1.9813467395,1001,61,5,9.7682764458,978,1.571443706,385,59
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,17911,2637,1106,9.2543666369,15454,3.8662867578,13235,1131,561,5.9802663183,10787,4.5327152797,4676,1213,455,18.521414908,4667,2.3259472538,1506,545
2024-2025,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,17190,2060,1350,9.0671889665,12943,4.6746663576,11960,860,554,6.0433149619,7858,5.2558653601,5230,1002,234,15.982204854,5085,3.7765224517,1200,796
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,5489,1051,138,2.2905468007,4267,1.1883519517,5204,935,132,1.9952590956,4000,1.2199858333,285,20,3,7.6823966862,267,0.7144361215,116,6
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1647,224,69,3.4593193011,1571,1.8126601952,1605,208,69,3.3801825891,1530,1.8364315541,42,1,0,6.4834722222,41,0.9255826558,16,0
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,11173,1998,401,4.0968822409,10356,1.989295792,8132,1224,306,3.2939193242,7419,2.1035276917,3041,97,10,6.2441017209,2937,1.7007406462,774,95
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,13823,2290,491,5.0357595634,11894,2.3687153186,12021,1524,390,4.0895753496,10104,2.5256589799,1802,119,2,11.347679893,1790,1.4828165736,766,101
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,11724,1823,449,5.3160316682,10045,1.7373992036,9304,1080,255,3.6767681463,7680,1.9883094618,2420,253,23,11.618390266,2365,0.9226039464,743,194
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,11415,1944,472,5.6479377768,10193,2.2665735745,9019,1138,299,3.4811871543,7820,2.4552393791,2396,406,96,13.80399949,2373,1.6448430257,806,173
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,14095,2490,706,6.4610249695,12794,2.2949245306,10520,1255,339,4.0782775137,9231,2.5703257141,3575,613,85,13.472634266,3563,1.5814167212,1235,367
2024-2025,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,12759,1924,383,4.8723202358,10950,1.9187142314,10293,1252,192,3.3861806837,8519,2.0380738806,2466,263,58,11.075416103,2431,1.5004399196,672,191
2024-2025,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,33775,2811,373,2.7754969159,26513,2.0845223727,33706,2790,372,2.7760650923,26444,2.0891466558,69,0,0,2.4979468599,69,0.3122826087,21,1
2024-2025,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,29318,4498,917,4.5248450705,27015,1.6657479178,23351,2475,526,2.7713905305,21054,1.9354187249,5967,672,46,11.386738311,5961,0.7132820276,2023,391
2024-2025,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,36490,6617,1759,6.7328562239,30227,2.6625659822,25773,2761,839,4.4511486504,19555,3.4114749709,10717,1342,100,12.220068064,10672,1.2902913127,3856,920
2024-2025,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,32124,5345,1017,6.1495472319,29207,2.1492166642,25682,2922,548,4.2270249375,22771,2.4463899746,6442,1102,106,13.813970946,6436,1.0977975451,2423,469
2024-2025,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,61791,12205,4223,9.0157564658,54829,1.7718448317,42262,4796,1979,3.9139230212,35311,2.2939698677,19529,5346,2013,20.056449027,19518,0.8272420472,7409,2244
2024-2025,10,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,72780,14079,4774,10.803477795,56029,3.7701796094,45587,4271,1020,6.4820036901,28962,4.8479119958,27193,7138,760,18.048101043,27067,2.6169936126,9808,3754
2024-2025,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,59158,10587,3989,9.5340931113,46290,2.8682931999,37947,3165,2719,5.6716784301,25219,3.8927409559,21211,5273,743,16.444047847,21071,1.6421744604,7422,1270
2024-2025,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,63771,11949,3658,10.605696106,44138,4.2025253938,43123,4119,1234,5.9034411322,23548,4.9803727493,20648,7276,914,20.426276368,20590,3.3129309535,7830,2424
